"","MetabID","shortname","Fill..","S.N.average","Ontology","Metabolite.name","Formula","HMDB","KEGG","HMDB_accession","CHEBI_ID","PubChem_ID","BiGG_ID","INCHIKEY","SMILES","Serum","Urine","SUB_CLASS","CATEGORY","MAIN_CLASS"
"3,4-methylene suberic acid","3534_neg","3,4-methylene suberic acid",0.58,340.49,NA,"Unknown","null","3,4-Methylene suberic acid;2,3-Methylene suberic acid;1,2,4,5-Tetramethoxybenzene;1,4-Butanediol diacrylate;Ethylene glycol dimethacrylate;Paeonimetabolin I;(Carbamoylamino)peroxyurea","","HMDB0059768;HMDB0059779;HMDB0244146;HMDB0244202;HMDB0252072;HMDB0256079;HMDB0257890","89887;89869;NA;NA;53436;NA;NA","124202118;124202116;97686;70613;NA;127381;21862929","NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3,5-dimethyl-2-(3-pyridyl)thiazolidin-4-one","4152_pos","3,5-dimethyl-2-(3-pyridyl)thiazolidin-4-one",0.33,6.48,NA,"Unknown","null","3,5-Dimethyl-2-(3-pyridyl)thiazolidin-4-one","","HMDB0246060","NA","9837183","NA","null","null",TRUE,FALSE,NA,NA,NA
"3,5-dimethyl-3'-isopropyl-l-thyronine","11029_pos","3,5-dimethyl-3'-isopropyl-l-thyronine",0.69,430320.9,NA,"Unknown","null","""3,5-Dimethyl-3'-isopropyl-L-thyronine"";Cilomilast;TETRAHYDROPAPAVERINE","","HMDB0246061;HMDB0250246;HMDB0258902","NA;94683;NA","10360080;151170;NA","NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3,5-dinitrobenzoic acid","4205_neg","3,5-dinitrobenzoic acid",0.87,66.04,NA,"Unknown","null","3,5-Dinitrobenzoic acid","","HMDB0246067","73914","7433","NA","null","null",TRUE,TRUE,NA,NA,NA
"3,5-dinitrosalicylic acid","4994_neg","3,5-dinitrosalicylic acid",0.71,455.62,NA,"Unknown","null","3,5-Dinitrosalicylic acid;3-Nitro-2-nitrooxybenzoic acid","C11319","HMDB0246071;HMDB0257673","53648;NA","11873;21864131","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-(((4,7-dichloro-1,3-benzoxazol-2-yl)methyl)amino)-5-ethyl-6-methylpyridin-2(1h)-one","10795_neg","3-(((4,7-dichloro-1,3-benzoxazol-2-yl)methyl)amino)-5-ethyl-6-methylpyridin-2(1h)-one",0.4,11993.36,NA,"Unknown","null","3-(((4,7-Dichloro-1,3-benzoxazol-2-yl)methyl)amino)-5-ethyl-6-methylpyridin-2(1H)-one","","HMDB0253854","NA","65002","NA","null","null",TRUE,FALSE,NA,NA,NA
"3-(2-hydroxyethyl)histidine","3642_pos","3-(2-hydroxyethyl)histidine",0.87,1778.92,NA,"N-Acetylhistidine","null","3-(2-Hydroxyethyl)histidine","","HMDB0245773","NA","21120587","NA","null","null",TRUE,TRUE,NA,NA,NA
"3-(3-hydroxyphenyl)propanoic acid","2155_neg","3-(3-hydroxyphenyl)propanoic acid",0.84,78.77,NA,"3-(3-Hydroxyphenyl)Propanoic Acid","null","3-(3-Hydroxyphenyl)propanoic acid;D-Phenyllactic acid;L-3-Phenyllactic acid;Phenyllactic acid;4-Methoxyphenylacetic acid;Desaminotyrosine;Ethyl salicylate;Ethylparaben;3-(2-Hydroxyphenyl)propanoic acid;4-Hydroxyphenyl-2-propionic acid;3-Methoxyphenylacetic acid;3-Methyltetrahydrophthalic anhydride;Acetovanillone;1,2,3,6-Tetrahydromethylphthalic anhydride;Paeonol;3a,4,5,6,7,7a-Hexahydroindene-1,2,3-trione","C11457;C05607;C05607;C01479;C01744;C01198;C03080;C11380;C10712","HMDB0000375;HMDB0000563;HMDB0000748;HMDB0000779;HMDB0002072;HMDB0002199;HMDB0029817;HMDB0032573;HMDB0033752;HMDB0041683;HMDB0059969;HMDB0245936;HMDB0247918;HMDB0254937;HMDB0256081;HMDB0260012","1427;43065;32978;25998;55501;32980;NA;31575;16104;NA;NA;NA;2781;55466;NA;NA","91;444718;643327;3848;7690;10394;8365;8434;873;102526;15719;12726603;2214;198243;NA;51381126","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-[3-(sulfooxy)phenyl]propanoic acid","5883_neg","3-[3-(sulfooxy)phenyl]propanoic acid",0.69,977.69,NA,"Unknown","null","3-[3-(Sulfooxy)phenyl]propanoic acid;3-[4-(sulfooxy)phenyl]propanoic acid;Ethylparaben sufate","","HMDB0094710;HMDB0125171;HMDB0240706","64414;NA;133704","187488;49844036;22908099","NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-[[(2r)-2-acetamido-2-carboxyethyl]disulfanyl]-2-aminopropanoic acid","7571_neg","3-[[(2r)-2-acetamido-2-carboxyethyl]disulfanyl]-2-aminopropanoic acid",0.51,97.26,NA,"Unknown","null","3-[[(2R)-2-Acetamido-2-carboxyethyl]disulfanyl]-2-aminopropanoic acid","","HMDB0247775","NA","65352","NA","null","null",TRUE,TRUE,NA,NA,NA
"3-amino-2-piperidone","458_pos","3-amino-2-piperidone",0.51,54.13,NA,"Unknown","null","3-Amino-2-piperidone;N-Nitrosopiperidine;L-prolinamide","C19284","HMDB0000323;HMDB0243970;HMDB0253910","76341;76324;NA","5200225;7526;550774","NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"3-amino-4-hydroxybenzoic acid","1748_neg","3-amino-4-hydroxybenzoic acid",0.42,14.87,NA,"3-AMINO-4-HYDROXYBENZOIC ACID","null",NA,NA,NA,NA,NA,NA,"null","null",TRUE,FALSE,NA,NA,NA
"3-amino-6-{4-[(4-methylpiperazin-1-yl)sulfonyl]phenyl}-n-pyridin-3-ylpyrazine-2-carboxamide","15486_neg","3-amino-6-{4-[(4-methylpiperazin-1-yl)sulfonyl]phenyl}-n-pyridin-3-ylpyrazine-2-carboxamide",0.33,10.48,NA,"Unknown","null","3-Amino-6-{4-[(4-Methylpiperazin-1-Yl)sulfonyl]phenyl}-N-Pyridin-3-Ylpyrazine-2-Carboxamide","","HMDB0248784","167652","10138980","NA","null","null",TRUE,TRUE,NA,NA,NA
"3-azido-7-hydroxycoumarin","3914_pos","3-azido-7-hydroxycoumarin",0.04,12.15,NA,"Unknown","null","3-Azido-7-hydroxycoumarin","","HMDB0245825","NA","NA","NA","null","null",TRUE,FALSE,NA,NA,NA
"3-chloro-2-hydroxypropanoic acid","779_pos","3-chloro-2-hydroxypropanoic acid",0.87,578874.4,NA,"Unknown","null","3-Chloro-2-hydroxypropanoic acid;phosphonoacetaldehyde","C03167","HMDB0244784;HMDB0256485","77855;18124","92899;NA","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-dehydroquinic acid","3157_neg","3-dehydroquinic acid",0.73,2071.91,NA,"Unknown","null","3-Dehydroquinic acid;2-O-Methylascorbic acid;""1,1'-Oxalyldiimidazole""","C00944","HMDB0012710;HMDB0240294;HMDB0244820","17947;NA;NA","439351;54726398;NA","NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-diphosphoglyceric acid","5095_neg","3-diphosphoglyceric acid",0.84,215.68,NA,"Unknown","null","3-Diphosphoglyceric acid","","HMDB0245860","NA","129635475","NA","null","null",TRUE,TRUE,NA,NA,NA
"3-feruloylquinic acid","11564_neg","3-feruloylquinic acid",0.38,103716.9,NA,"Unknown","null","3-Feruloylquinic acid;4-Feruloylquinic acid;""5-(3'-Hydroxyphenyl)-\xce\xb3-valerolactone 3'-glucuronide"";""5-(4\xe2\x80\x99-hydroxyphenyl)-\xce\xb3-valerolactone 4'-glucuronide"";5-Feruloylquinic acid","C02572","HMDB0030669;HMDB0240453;HMDB0240471;HMDB0240475;HMDB0240478","86388;18013;88746;NA;NA","9799386;NA;132472300;NA;NA","NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"3-hydroxy-3-carboxymethyl-adipic acid","4606_neg","3-hydroxy-3-carboxymethyl-adipic acid",0.47,321.53,NA,"Unknown","null","3-Hydroxy-3-carboxymethyl-adipic acid","","HMDB0059775","89858","88181051","NA","null","null",TRUE,TRUE,NA,NA,NA
"3-hydroxy-cis-5-tetradecenoylcarnitine","13005_pos","3-hydroxy-cis-5-tetradecenoylcarnitine",0.31,87299.41,NA,"Unknown","null","3-Hydroxy-cis-5-tetradecenoylcarnitine;hydroxytetradecenoylcarnitine","","HMDB0013330;HMDB0253296","NA;NA","53481699;129849063","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-hydroxy-l-aspartic acid","1550_neg","3-hydroxy-l-aspartic acid",0.62,228.43,NA,"Unknown","null","3-Hydroxy-L-aspartic acid;Diethyldithiocarbamic acid;Nereistoxin;6-Aminopurin-8-one;threo-hydroxyaspartic acid","C19150;C11474","HMDB0245891;HMDB0251244;HMDB0255542;HMDB0258004;HMDB0259046","83981;NA;7521;NA;NA","NA;8987;NA;22134339;10313218","NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-hydroxybenzoic acid-3-o-sulphate","4485_neg","3-hydroxybenzoic acid-3-o-sulphate",0.84,263.94,NA,"Unknown","null","3-hydroxybenzoic acid-3-O-sulphate;4-hydroxybenzoic acid-4-O-sulphate","","HMDB0059968;HMDB0059982","88717;88700","21126437;18690341","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-hydroxycapric acid","3079_neg","3-hydroxycapric acid",0.53,252.29,NA,"10-Hydroxydecanoic acid","null","3-Hydroxycapric acid;2-Hydroxydecanoate;10-Hydroxydecanoic acid;Methyl 9-hydroxynonanoate","C02774","HMDB0002203;HMDB0094656;HMDB0244272;HMDB0254571","37371;NA;17409;NA","5312799;5312797;74300;292983","NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"3-hydroxydecanoyl carnitine","10447_pos","3-hydroxydecanoyl carnitine",0.31,49.73,NA,"Unknown","null","3-hydroxydecanoyl carnitine","","HMDB0061636","NA","121454166","NA","null","null",TRUE,FALSE,"Acyl carnitines","Fatty acyls","Fatty acid esters"
"3-hydroxydodecanoic acid","4425_neg","3-hydroxydodecanoic acid",0.51,199172.4,NA,"12-Hydroxydodecanoic acid","null","3-Hydroxydodecanoic acid;2-Hydroxydodecanoic acid","","HMDB0000387;HMDB0245154","36210;36211","5312805;97783","NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"3-hydroxydodecanoyl carnitine","11843_pos","3-hydroxydodecanoyl carnitine",0.13,18.72,NA,"Unknown","null","3-hydroxydodecanoyl carnitine","","HMDB0061638","73056","71464535","NA","null","null",TRUE,FALSE,"Acyl carnitines","Fatty acyls","Fatty acid esters"
"3-hydroxyisovalerylcarnitine","6901_pos","3-hydroxyisovalerylcarnitine",0.84,48.92,NA,"Unknown","null","3-Hydroxyisovalerylcarnitine;hydroxyisovaleroyl carnitine;2-Hydroxyisovalerylcarnitine;Pinacidil pyridine N-oxide","","HMDB0061189;HMDB0062555;HMDB0240421;HMDB0256557","NA;NA;NA;NA","53915061;57357187;NA;64775","NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-hydroxyoctanoyl carnitine","9032_pos","3-hydroxyoctanoyl carnitine",0.69,53.18,NA,"Unknown","null","3-hydroxyoctanoyl carnitine","","HMDB0061634","84100","86583357","NA","null","null",TRUE,FALSE,"Acyl carnitines","Fatty acyls","Fatty acid esters"
"3-hydroxysebacic acid","4518_neg","3-hydroxysebacic acid",0.69,3143.26,NA,"Unknown","null","3-Hydroxysebacic acid;2-Hydroxydecanedioic acid","","HMDB0000350;HMDB0000424","NA;89312","124350389;128458","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-hydroxytetradecanedioic acid","7211_neg","3-hydroxytetradecanedioic acid",0.69,6062.2,NA,"Unknown","null","3-Hydroxytetradecanedioic acid","","HMDB0000394","NA","20848956","NA","null","null",TRUE,TRUE,NA,NA,NA
"3-methoxytyramine","2309_pos","3-methoxytyramine",0.82,988.48,NA,"Phenylalanine","null","3-Methoxytyramine;Phenylephrine;p-Synephrine;4-Methoxytyramine;(-)-4-Hydroxynorephedrin;1,2-Diethyl-3-hydroxypyridin-4-one;3-(2-Amino-1-hydroxypropyl)phenol;8-Azaspiro[4.5]decane-7,9-dione;3h-Phenylalanine;Anhydroecgonine;4-[2-(Methoxyamino)ethyl]phenol;DL-2,5-Dihydrophenylalanine;dl-Mesatone;l-Tyrosinol;2-Methyldopamine","C05587;C07441;C04548","HMDB0000022;HMDB0002182;HMDB0004826;HMDB0012162;HMDB0243504;HMDB0244071;HMDB0245769;HMDB0245995;HMDB0246272;HMDB0248435;HMDB0249968;HMDB0251507;HMDB0251522;HMDB0253925;HMDB0259535","742324;8093;29081;89641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","1669;6041;7172;1748;11099;86322;4087;136843;77552485;101709;20476240;204298;4782;548190;68384","46076;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-methyl sulfolene","1103_pos","3-methyl sulfolene",0.87,138.04,NA,"Unknown","null","3-Methyl sulfolene","","HMDB0059667","NA","70941","NA","null","null",TRUE,TRUE,NA,NA,NA
"3-methylcrotonylglycine","1816_neg","3-methylcrotonylglycine",0.89,720.61,"N-acyl-alpha amino acids","no MS2: N-Tigloylglycine; LC-ESI-QTOF; MS2; CE","C7H11NO3","3-Methylcrotonylglycine;Tiglylglycine;N-Acetylproline;Glycine, N-[(2E)-2-methyl-1-oxo-2-butenyl]-","","HMDB0000459;HMDB0000959;HMDB0094701;HMDB0247952","68499;73018;21560;NA","169485;6441567;66141;169720","NA;NA;NA;NA","WRUSVQOKJIDBLP-HWKANZROSA-N","C\C=C(/C)C(O)=NCC(O)=O",TRUE,TRUE,NA,NA,NA
"3-methylglutaconic acid","1377_neg","3-methylglutaconic acid",0.87,106.51,NA,"3-Hexenedioic Acid","null","3-Methylglutaconic acid;(E)-2-Methylglutaconic acid;trans-2-Hexenedioic acid;2-Ethylbut-2-enedioic acid;2,3-Dimethylbut-2-enedioic acid;3,6-Dimethyl-1,4-dioxane-2,5-dione;4-Ethoxy-4-oxobut-2-enoic acid;2-Oxopropyl 2-oxopropanoate;1,1-Cyclobutanedicarboxylic acid;Dimethyl but-2-enedioate;Triacetic acid","C01757","HMDB0000522;HMDB0002266;HMDB0013311;HMDB0245118;HMDB0245400;HMDB0246077;HMDB0246416;HMDB0247914;HMDB0250639;HMDB0251383;HMDB0259137","37245;NA;49296;NA;NA;NA;NA;NA;35691;NA;16558","1551553;6368126;10877230;NA;10262;7272;41331;10149004;2568;NA;NA","NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-methylglutarylcarnitine","8313_pos","3-methylglutarylcarnitine",0.87,175.61,NA,"Unknown","null","3-Methylglutarylcarnitine;6,7-Dimethoxy-2-(piperazin-1-yl)quinazolin-4-amine;Etazolate","","HMDB0000552;HMDB0247128;HMDB0251990","NA;NA;138502","NA;NA;NA","NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-methylhistamine","821_pos","3-methylhistamine",0.84,700.4,NA,"3-METHYLHISTAMINE","null",NA,NA,NA,NA,NA,NA,"null","null",TRUE,TRUE,NA,NA,NA
"3-methylhistidine","2458_pos","3-methylhistidine",0.87,2600.96,NA,"3-Methylhistidine","null",NA,NA,NA,NA,NA,NA,"null","null",TRUE,TRUE,NA,NA,NA
"3-methylindole","972_neg","3-methylindole",0.36,51.6,NA,"3-Methylindole","null","3-Methylindole;1-Methylindole;1,2-Dihydroisoquinoline;1,2-Dihydroquinoline;2-Methylindole","C08313","HMDB0000466;HMDB0243941;HMDB0244075;HMDB0244077;HMDB0245234","9171;NA;NA;NA;49402","6736;11781;422511;5231402;NA","NA;NA;NA;NA;NA","null","null",TRUE,FALSE,NA,NA,NA
"3-methylthiopropionic acid","606_pos","3-methylthiopropionic acid",0.87,47.29,NA,"3-Methylthiopropionic Acid","null","3-Methylthiopropionic acid;Allyl methyl sulfone;4-Mercaptobutyric acid;Sulfobetaine;Sulfolane","C08276","HMDB0001527;HMDB0112255;HMDB0246487;HMDB0258591;HMDB0258594","1438;NA;138400;16471;74794","563;NA;25700;NA;NA","NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-methylthymidine","6616_pos","3-methylthymidine",0.76,9179.01,NA,"Unknown","null","3-Methylthymidine;""5'-o-Methylthymidine"";Edoxudine;Methyl-3H-thymidine;2-(2-Aminopropanoylamino)bicyclo[3.1.0]hexane-2,6-dicarboxylic acid","","HMDB0245937;HMDB0246885;HMDB0251705;HMDB0254620;HMDB0255353","NA;NA;NA;NA;NA","1675;3371855;1814;18623805;72751113","NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-methyluric acid","2802_neg","3-methyluric acid",0.58,107.24,NA,"Unknown","null","3-Methyluric acid;1-Methyluric acid;7-Methyluric acid","C16359;C16355","HMDB0001970;HMDB0003099;HMDB0011107","149031;68441;NA","11804;69726;69160","NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"3-oxotetradecanoic acid","5707_neg","3-oxotetradecanoic acid",0.49,906.33,NA,"Unknown","null","3-Oxotetradecanoic acid","","HMDB0010730","NA","NA","NA","null","null",TRUE,FALSE,NA,NA,NA
"3-propoxy-1h-pyrazole-4,5-diol","2016_pos","3-propoxy-1h-pyrazole-4,5-diol",0.87,991.36,NA,"Unknown","null","3-Propoxy-1H-pyrazole-4,5-diol;N-Nitrosobis(2-oxopropyl)amine;Oxiracetam","","HMDB0245976;HMDB0255200;HMDB0255986","NA;134609;NA","53442608;43371;NA","NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"33fta10","5678_neg","33fta10",0.22,68.62,"Medium-chain fatty acids","no MS2: 33FTA; LC-ESI-QQ; MS2; CE10; [M-H]-","C6H5F7O2",NA,NA,NA,NA,NA,NA,"ISFKSWMQWIRDNC-UHFFFAOYSA-N","OC(=O)CCC(F)(F)C(F)(F)C(F)(F)F",TRUE,FALSE,NA,NA,NA
"4'-azidocytidine","7668_neg","4'-azidocytidine",0.76,68.79,NA,"Unknown","null","""4'-Azidocytidine"";Benzo[a]pyrene diol","","HMDB0246625;HMDB0248999","NA;NA","129317836;85971926","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"4,5dimethyl-3-(2-oxo-2-phenyl-ethyl)-thiazole","5264_neg","4,5dimethyl-3-(2-oxo-2-phenyl-ethyl)-thiazole",0.38,29.51,NA,"Unknown","null","4,5Dimethyl-3-(2-oxo-2-phenyl-ethyl)-thiazole","","HMDB0257730","NA","57239676","NA","null","null",TRUE,TRUE,NA,NA,NA
"4,6-bis(methylthio)hexanoic acid","4018_neg","4,6-bis(methylthio)hexanoic acid",0.76,34.92,NA,"Unknown","null","4,6-Bis(methylthio)hexanoic acid","","HMDB0257963","NA","57516541","NA","null","null",TRUE,TRUE,NA,NA,NA
"4-(7-hydroxy-6,7-dihydro-5h-cyclopenta[d]pyrimidin-4-ylamino)benzonitrile","6158_neg","4-(7-hydroxy-6,7-dihydro-5h-cyclopenta[d]pyrimidin-4-ylamino)benzonitrile",0.51,14.6,NA,"Unknown","null","4-(7-Hydroxy-6,7-dihydro-5H-cyclopenta[d]pyrimidin-4-ylamino)benzonitrile;3-Phenoxypropylene di(acetate);Trinexapac-ethyl","C18541","HMDB0244317;HMDB0245968;HMDB0259248","NA;NA;81817","NA;95697;NA","NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"4-(7h-purin-6-ylsulfanyl)but-3-en-2-one","4602_neg","4-(7h-purin-6-ylsulfanyl)but-3-en-2-one",0.42,39.16,NA,"Unknown","null","4-(7H-Purin-6-ylsulfanyl)but-3-en-2-one","","HMDB0246295","NA","667520","NA","null","null",TRUE,FALSE,NA,NA,NA
"4-(n,n-dimethylsulfamoyl)-7-hydrazino-benzofurazan","6387_neg","4-(n,n-dimethylsulfamoyl)-7-hydrazino-benzofurazan",0.22,10.65,NA,"Unknown","null","4-(N,N-Dimethylsulfamoyl)-7-hydrazino-benzofurazan","","HMDB0244540","NA","131382","NA","null","null",TRUE,TRUE,NA,NA,NA
"4-amino-4-deoxyarabinose","1603_pos","4-amino-4-deoxyarabinose",0.47,185.09,NA,"Glutamic Acid","null","4-Amino-4-deoxyarabinose","","HMDB0246348","NA","71437049","NA","null","null",TRUE,TRUE,NA,NA,NA
"4-aminobenzohydrazide","1620_neg","4-aminobenzohydrazide",0.42,104.24,NA,"Unknown","null","4-Aminobenzohydrazide","","HMDB0246354","NA","21450","NA","null","null",TRUE,TRUE,NA,NA,NA
"4-dihydrocollidine","705_neg","4-dihydrocollidine",0.51,270.13,NA,"Unknown","null","4-Dihydrocollidine","","HMDB0246411","NA","70028787","NA","null","null",TRUE,FALSE,NA,NA,NA
"4-fluoro-3-phenoxybenzoic acid","5220_neg","4-fluoro-3-phenoxybenzoic acid",0.07,91.89,NA,"Unknown","null","4-Fluoro-3-phenoxybenzoic acid","","HMDB0246421","NA","NA","NA","null","null",TRUE,FALSE,NA,NA,NA
"4-formylaminoantipyrine","5226_pos","4-formylaminoantipyrine",0.33,18.76,NA,"Ergothioneine","null","4-Formylaminoantipyrine;(2S)-2-Amino-7-(1-aminoethylideneamino)-5-sulfanylideneheptanoic acid;TRIAZIQUONE","C19542","HMDB0246429;HMDB0252980;HMDB0259153","83526;NA;27090","NA;11333713;NA","NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"4-guanidinobutanoic acid","1510_pos","4-guanidinobutanoic acid",0.91,7909.32,NA,"4-Guanidinobutanoic Acid","null",NA,NA,NA,NA,NA,NA,"null","null",TRUE,TRUE,NA,NA,NA
"4-hydroperoxycyclophosphamide","8029_neg","4-hydroperoxycyclophosphamide",0.04,12.73,NA,"Unknown","null","4-Hydroperoxycyclophosphamide","","HMDB0246437","196991","NA","NA","null","null",TRUE,FALSE,NA,NA,NA
"4-hydroxy duloxetine","9526_pos","4-hydroxy duloxetine",0.78,791475.3,NA,"Unknown","null","4-Hydroxy Duloxetine","","HMDB0246438","NA","46781788","NA","null","null",TRUE,TRUE,NA,NA,NA
"4-hydroxy-5-(3',4'-dihydroxyphenyl)-valeric acid-o-glucuronide","13228_neg","4-hydroxy-5-(3',4'-dihydroxyphenyl)-valeric acid-o-glucuronide",0.38,16.36,NA,"Unknown","null","""4-Hydroxy-5-(3',4'-dihydroxyphenyl)-valeric acid-O-glucuronide"";""4-Hydroxy-5-(3',5'-dihydroxyphenyl)-valeric acid-O-glucuronide"";6-[4-(4-carboxy-2-hydroxybutyl)-2-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid;6-[5-(4-carboxy-2-hydroxybutyl)-2-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid","","HMDB0059971;HMDB0059973;HMDB0127743;HMDB0127744","88690;88688;NA;NA","124202072;124202070;131834072;131834073","NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"4-hydroxy-5-(dihydroxyphenyl)-valeric acid-o-sulphate","8748_neg","4-hydroxy-5-(dihydroxyphenyl)-valeric acid-o-sulphate",0.04,7.05,NA,"Unknown","null","4-Hydroxy-5-(dihydroxyphenyl)-valeric acid-O-sulphate;4-hydroxy-5-[4-hydroxy-3-(sulfooxy)phenyl]pentanoic acid;""4-Hydroxy-5-(3',4'-dihydroxyphenyl)-valeric acid 4'-sulfate"";Dictyostelium","","HMDB0059978;HMDB0127746;HMDB0240454;HMDB0251253","NA;NA;NA;64598","131769796;131834075;NA;123886","NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"4-hydroxy-5-(phenyl)-valeric acid-o-glucuronide","11679_neg","4-hydroxy-5-(phenyl)-valeric acid-o-glucuronide",0.02,8.29,NA,"Unknown","null","4-Hydroxy-5-(phenyl)-valeric acid-O-glucuronide","","HMDB0059980","88704","124202082","NA","null","null",TRUE,TRUE,NA,NA,NA
"4-hydroxybenzoate","1206_pos","4-hydroxybenzoate",0.58,94.57,NA,"4-HYDROXYBENZOATE","null",NA,NA,NA,NA,NA,NA,"null","null",TRUE,TRUE,NA,NA,NA
"4-hydroxybenzoic acid","1188_neg","4-hydroxybenzoic acid",0.87,337.26,NA,"3-HYDROXYBENZOATE","null","4-Hydroxybenzoic acid;Salicylic acid;3-Hydroxybenzoic acid;3,4-Dihydroxybenzaldehyde;3,6-Dihydroxycyclohepta-2,4,6-trien-1-one","C00156;C00805;C00587;C16700","HMDB0000500;HMDB0001895;HMDB0002466;HMDB0059965;HMDB0260262","30763;16914;30764;50205;NA","135;338;7420;8768;53734048","34069;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"4-hydroxynonenal","1794_neg","4-hydroxynonenal",0.67,469.5,NA,"Unknown","null","4-Hydroxynonenal;Dihydro-5-pentyl-2(3H)-furanone;Ethyl cyclohexanecarboxylate;2-Nonenal, 4-hydroxy-, (2E,4R)-;Hexyl acrylate;hydroxynonenal;9-Hydroxynon-2-enal","","HMDB0004362;HMDB0031531;HMDB0033167;HMDB0245269;HMDB0253165;HMDB0253280;HMDB0257844","58968;NA;88965;32585;NA;NA;NA","5283344;7710;18686;NA;17259;87399614;54408708","NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"4-hydroxyphenylpyruvic acid","2714_neg","4-hydroxyphenylpyruvic acid",0.84,1221.9,NA,"4-Hydroxyphenylpyruvic Acid","null","4-Hydroxyphenylpyruvic acid;Aspirin;Caffeic acid;Monomethyl phthalate;3-Hydroxyphenylpyruvic acid;3,5-Dihydroxycinnamic acid","C01179;C01405;C01481","HMDB0000707;HMDB0001879;HMDB0001964;HMDB0002130;HMDB0011663;HMDB0032131","15999;15365;16433;491486;167870;NA","979;2244;689043;20392;5318321;6443769","37006;45400;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"4-hydroxyproline","951_pos","4-hydroxyproline",0.87,3558.32,NA,"CIS-4-HYDROXY-D-PROLINE","null","4-Hydroxyproline;N-Acetyl-L-alanine;Propionylglycine;5-Aminolevulinic acid;5-Amino-2-oxopentanoic acid;N-Acetyl-beta-alanine;N-Hydroxy-L-proline;1-Hydroxypyrrolidine-3-carboxylic acid;2-Amino-4-oxopentanoic acid;3-Hydroxyproline;4-Amino-5-oxo-pentanoic acid;Glutaramic acid;5-Hydroxyproline;N-Acetyl-DL-alanine","C01157;C00430;C01110;C01073","HMDB0000725;HMDB0000766;HMDB0000783;HMDB0001149;HMDB0006272;HMDB0061880;HMDB0243901;HMDB0243902;HMDB0244991;HMDB0245903;HMDB0246349;HMDB0246746;HMDB0246811;HMDB0255053","18095;40992;89836;17549;49268;16682;NA;NA;15914;64368;NA;24326;NA;NA","5810;88064;98681;137;439402;76406;269023;53983521;423;559314;742;168356;499910;7345","36935;NA;NA;34963;36830;NA;NA;NA;NA;NA;NA;NA;NA;NA","null","null",TRUE,TRUE,NA,NA,NA
"4-methyl-1h-pyrrole-3-carboxamide","726_pos","4-methyl-1h-pyrrole-3-carboxamide",0.98,830.06,NA,"2-Acetylpyrazine","null","4-Methyl-1H-pyrrole-3-carboxamide","","HMDB0246501","NA","90790023","NA","null","null",TRUE,TRUE,NA,NA,NA
"4-methyl-2-oxo-2h-chromen-7-yl sulfamate","6269_neg","4-methyl-2-oxo-2h-chromen-7-yl sulfamate",0.38,18.67,NA,"Unknown","null","4-Methyl-2-oxo-2H-chromen-7-yl sulfamate;Propyzamide","C14333","HMDB0250495;HMDB0256847","NA;34935","9859866;NA","NA;NA","null","null",TRUE,TRUE,NA,NA,NA
