Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,Blank_se_1,Blank_se_2,Blank_se_3,Blank_ur_1,Blank_ur_2,MSMS_pos_se_ur,QC_se_1,QC_se_2,QC_se_3,QC_se_ur_1,QC_se_ur_2,QC_se_ur_3,QC_ur_1,QC_ur_2,se_1,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,ur_1,ur_10,ur_11,ur_12,ur_14,ur_2,ur_3,ur_4,ur_5,ur_6,ur_7,ur_8,ur_9
21522,5.287,639.13641,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21522,0,0,null,null,null,null,null,null,null,1011900,ur_14,639.13641:8903510 640.14108:3307906 641.14575:0,null,0,0,0,0,0,2641,0,0,0,351660,2080172,784770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327068,0,0,3864843,0,0,0,0,4022102,0,0,0
21523,6.016,639.13745,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21523,0,0,null,null,null,null,null,null,null,26.07,ur_14,639.13745:12153530 640.14212:4945292 641.14679:2351558,null,0,0,0,0,0,1618,0,0,0,1075578,2080172,169588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5430696,0,0,11129801,0,0,0,0,9110645,0,0,0
21524,13.772,639.2312,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21524,0,0,null,null,null,null,null,null,null,482747.1,ur_3,639.23120:397109 640.23587:0 641.24054:0,null,0,0,0,0,0,0,0,0,0,0,0,87306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301165,354873,347455,581993,0,276780,482747,0,663157,130010,156760,586313,164769
21525,7.693,639.26862,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21525,0,0,null,null,null,null,null,null,null,1294619,ur_9,639.26862:1593546 640.27328:0 641.27795:0,null,0,0,0,0,0,18687,0,0,0,0,263593,234783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089322,0,794086,962071,0,1174394,161444,254217,784336,0,1031297,959178,1771604
21526,7.733,639.27393,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21526,0,0,null,null,null,null,null,null,null,1306771,ur_9,639.27393:1901995 640.27859:1010624 641.28326:0,null,0,0,0,0,0,18687,0,0,0,0,263593,234783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090092,0,235211,962071,0,1174394,161444,619583,1017590,0,1031297,959178,1766368
21527,4.268,639.31323,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21527,0,0,null,null,null,null,null,null,null,1731312,ur_5,639.31323:1946262 640.31790:0 641.32257:0,null,0,0,0,0,0,7525,0,0,0,166905,0,0,250477,474670,0,0,507984,0,267867,256270,279657,244872,0,0,0,0,0,0,0,0,0,0,0,0,209860,0,0,0,454334,1731312,0,0,0,0
21528,7.599,639.35132,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21528,0,0,null,null,null,null,null,null,null,1642455,ur_11,639.35132:3736550 640.35599:1521586 641.36065:0,null,0,0,0,0,0,365246,0,0,0,0,0,0,1015198,497551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561634,355987,3355132,216618,0,445056,1091340,909008,1958190,406921,680015,1979426,0
21529,7.634,639.35461,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21529,0,0,null,null,null,null,null,null,null,821300.8,QC_ur_1,639.35461:1174261 640.35928:0 641.36395:0,null,0,0,0,0,0,365246,0,0,0,0,0,0,821301,497551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561634,355987,3355132,216618,0,445056,1091340,1534993,1953217,406921,680015,1979426,0
21530,3.945,639.37134,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21530,0,0,null,null,null,null,null,null,null,835384.5,ur_12,639.37134:1043722 640.37601:0 641.38067:0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269836,207518,128741,982306,0,392293,0,1019446,514043,0,556107,366078,1341311
21531,15.6,639.48273,Unknown,[M+H]+,null,0.18,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21531,0,0,null,null,null,null,null,null,null,207599.9,se_17,639.48273:576660 640.48739:284280 641.49206:0,null,0,0,0,0,0,0,0,0,0,0,0,641431,0,0,0,300143,251145,197810,305377,196166,184898,228958,334010,120061,244986,200711,255612,232436,95021,236687,249368,0,128814,0,189152,173384,493389,574307,172506,158541,0,0,0,0
21532,15.579,639.4856,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21532,0,0,null,null,null,null,null,null,null,407293.8,QC_se_ur_3,639.48560:1174646 640.49026:0 641.49493:0,null,0,0,0,0,0,0,0,0,0,0,0,641431,0,0,0,300143,251145,197810,305377,196166,184898,228958,334010,120061,244986,200711,255612,232436,113397,236687,249368,0,128814,0,189152,173384,493389,574307,172506,158541,0,0,0,0
21533,18.092,639.97705,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21533,0,0,null,null,null,null,null,null,null,19.81,ur_3,639.97705:1652735 640.98172:439095 641.98639:0,null,0,0,26996,0,0,0,0,0,31491,114468,0,0,0,0,0,0,0,0,43246,0,0,0,0,0,0,50016,0,37666,0,0,0,0,0,0,0,0,0,1627104,0,0,0,0,0,0
21534,9.921,639.98846,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21534,0,0,null,null,null,null,null,null,null,806147.6,Blank_ur_1,639.98846:841936 640.99313:0 641.99780:0,null,0,166110,95300,806148,184479,0,0,0,0,0,132510,0,0,0,50879,0,0,67152,0,115007,69785,104912,110873,48402,65538,0,49676,53416,109694,0,52909,0,0,0,0,0,0,0,0,0,0,0,0,0
21535,11.272,640.02173,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21535,0,0,null,null,null,null,null,null,null,911565,ur_14,640.02173:1191562 641.02640:0 642.03106:0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911565,0,0,0,0,0,0,0,0
21536,8.857,640.10004,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21536,0,0,null,null,null,null,null,null,null,724199.4,QC_ur_2,640.10004:1289587 641.10470:0 642.10937:0,null,0,0,0,0,0,160272,0,0,0,0,0,0,1054670,936784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362610,0,0,2684174,0,0,0,0,233743,0,0,0
21537,18.346,640.12238,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21537,0,0,null,null,null,null,null,null,null,173639.8,ur_12,640.12238:244595 641.12704:0 642.13171:0,null,0,0,0,0,0,7904,0,0,35673,0,0,0,33758,30280,0,0,0,0,0,0,25035,0,0,0,0,0,0,0,0,0,0,0,0,0,173640,0,0,53385,0,0,0,0,0,0
21538,7.771,640.24298,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21538,0,0,null,null,null,null,null,null,null,1160392,QC_ur_1,640.24298:1626824 641.24765:0 642.25232:3120240,null,0,0,0,0,0,458205,0,0,0,251303,0,0,1258862,1224157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382998,0,0,0,0,0,0,0,0
21539,4.542,640.33405,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21539,0,0,null,null,null,null,null,null,null,1499134,ur_2,640.33405:1944666 641.33871:0 642.34338:0,null,0,0,0,0,0,49931,0,300640,0,0,0,0,0,0,0,0,81925,0,0,0,0,102416,0,0,0,0,0,0,0,0,0,988122,0,0,503937,0,1499134,232229,449043,258145,0,708774,599891,488063
21540,14.019,640.69464,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21540,0,0,null,null,null,null,null,null,null,1224747,ur_6,640.69464:2555679 641.69931:0 642.70398:0,null,2582830,38229,209963,964304,9195432,0,0,0,0,0,0,2627972,0,0,2134658,28611,0,0,0,0,0,37491,0,0,0,0,0,0,0,0,0,1585043,527061,230100,2127768,0,4178536,471176,1090599,500608,2082385,1426309,4541339,483910
21541,14.205,640.69885,Unknown,[M+H]+,null,0.22,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21541,0,0,null,null,null,null,null,null,null,1116573,Blank_ur_2,640.69885:10470994 641.70352:530575 642.70819:0,null,6220897,174196,209963,1334870,9981242,0,0,0,0,0,0,2746494,0,0,2134658,34080,0,0,0,0,0,37491,0,0,0,0,0,0,42578,0,0,2416087,345734,230100,1904475,0,4485142,916891,538047,341876,1805790,464277,4541339,924369
21542,18.61,640.92224,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21542,0,0,null,null,null,null,null,null,null,218246.8,ur_11,640.92224:301090 641.92691:0 642.93158:171391,null,0,0,0,0,0,794,0,42814,31933,39601,0,19128,0,68455,114140,25981,0,0,0,0,0,0,0,42519,0,30534,0,0,31130,0,25215,43268,0,218247,0,37455,0,0,0,60630,39994,21388,47451,0
21543,18.548,640.93536,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21543,0,0,null,null,null,null,null,null,null,167974,ur_14,640.93536:228208 641.94003:0 642.94470:0,null,0,0,0,0,0,18132,51959,27783,31933,75121,0,19128,97046,104290,166606,25981,35502,0,0,0,0,0,0,31747,26252,30534,0,28756,0,0,39018,107074,0,49856,0,167974,0,0,0,0,37546,0,50740,0
21544,13.199,640.98511,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21544,0,0,null,null,null,null,null,null,null,1417688,ur_6,640.98511:2525950 641.98978:0 642.99444:0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78703,0,0,0,0,0,1175544,0,0,878689,0,0,0,0,1659831,207163,0,0
21545,18.711,641.03418,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21545,0,0,null,null,null,null,null,null,null,601999.2,ur_3,641.03418:706177 642.03885:266613 643.04352:0,null,0,0,0,0,0,8341,0,0,0,0,0,0,66341,36129,0,0,22736,0,0,0,0,0,0,0,0,0,0,29039,0,0,0,0,0,36915,231685,0,0,601999,0,48318,0,0,0,0
21546,12.447,641.04498,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21546,0,0,null,null,null,null,null,null,null,2409462,ur_14,641.04498:2801206 642.04965:0 643.05432:1324842,null,0,0,0,0,0,22081,0,0,0,0,0,0,0,0,0,0,50776,0,0,0,0,0,0,0,0,0,77018,0,0,0,0,0,0,0,0,2409462,0,0,0,190512,0,0,0,0
21547,18.337,641.07849,Unknown,[M+H]+,null,0.16,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21547,0,0,null,null,null,null,null,null,null,496488.8,ur_12,641.07849:954790 642.08316:272182 643.08783:0,null,0,24995,0,0,0,16792,0,0,0,31156,0,215864,322969,604086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123113,0,583190,735086,144542,0,527112,0,322296,213331,155861,178071,0
21548,7.538,641.11871,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21548,0,0,null,null,null,null,null,null,null,39.77,ur_14,641.11871:5451598 642.12338:2545636 643.12805:2150482,null,0,0,0,0,0,7957,0,0,0,131842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150427,670468,89658,0,6523396,0,0,0,268465,709205,0,0,0
21549,5.941,641.13623,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21549,0,0,null,null,null,null,null,null,null,1045019,ur_10,641.13623:1192874 642.14090:0 643.14557:0,null,0,0,0,0,0,5673,0,0,0,188515,148996,169886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045019,0,0,2119075,0,0,0,0,1046612,0,0,0
21550,11.387,641.15955,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21550,0,0,null,null,null,null,null,null,null,614304.4,ur_12,641.15955:863739 642.16421:0 643.16888:0,null,0,0,0,0,0,7422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34398,0,0,0,0,0,0,0,0,0,0,614304,0,221608,0,0,0,0,0,0,288865
21551,9.938,641.17816,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21551,0,0,null,null,null,null,null,null,null,345393.7,QC_se_3,641.17816:476158 642.18283:0 643.18750:0,null,0,0,0,0,0,0,181003,260413,345394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21552,9.86,641.18073,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21552,0,0,null,null,null,null,null,null,null,260413.3,QC_se_2,641.18073:371658 642.18539:0 643.19006:0,null,0,0,0,0,0,4114,213352,260413,230430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21553,3.352,641.30109,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21553,0,0,null,null,null,null,null,null,null,890013.3,QC_se_ur_1,641.30109:2923899 642.30575:1228525 643.31042:0,null,72106,348523,387382,1078498,210340,211439,0,0,123568,2341484,131422,573051,912948,504037,0,52920,0,67486,0,0,0,0,0,0,0,0,0,73960,0,85037,0,0,95018,129263,124332,586464,76650,658603,140588,138275,423765,83412,119575,0
21554,3.839,641.30176,Unknown,[M+H]+,null,0.24,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21554,0,0,null,null,null,null,null,null,null,1876212,ur_6,641.30176:4693448 642.30643:1894522 643.31109:0,null,194802,29836,60946,1078498,49025,77724,0,0,123568,2341484,1348120,573051,3853499,3813615,0,52920,0,67486,0,0,0,0,67481,0,0,0,0,73960,0,85037,0,0,587596,551959,124332,586464,76650,485316,140588,983148,4372057,151234,994958,0
21555,3.416,641.59344,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21555,0,0,null,null,null,null,null,null,null,609920.4,ur_5,641.59344:920954 642.59811:0 643.60278:0,null,0,0,0,399502,167248,40796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239051,110087,0,214882,77246,145934,590946,505165,714676,357010,163567,347136,0
21556,3.479,641.59381,Unknown,[M+H]+,null,0.11,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21556,0,0,null,null,null,null,null,null,null,576155.8,ur_5,641.59381:1269350 642.59848:635837 643.60315:0,null,0,0,0,399502,167248,40796,0,0,0,0,0,29496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239051,110087,0,214882,77246,145934,590946,538333,877403,823436,163567,347136,0
21557,27.142,641.89044,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21557,0,0,null,null,null,null,null,null,null,572599.8,ur_14,641.89044:548934 642.89511:0 643.89978:0,null,0,0,0,0,0,13936,0,0,0,0,12508,0,40128,0,0,0,0,0,8726,15202,0,0,0,0,0,0,0,0,8997,0,0,0,0,0,0,572600,0,0,0,0,0,0,0,0
21558,15.73,642.05499,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21558,0,0,null,null,null,null,null,null,null,853631.1,ur_12,642.05499:1342980 643.05966:0 644.06433:0,null,0,0,0,0,0,147704,0,0,0,131560,139689,0,382915,460706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169238,0,0,1134462,90272,429175,572800,171994,0,0,416169,0,518757
21559,5.487,642.14716,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21559,0,0,null,null,null,null,null,null,null,2223918,ur_6,642.14716:3488207 643.15182:0 644.15649:0,null,0,0,0,0,0,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230129,0,0,3049964,0,0,0,0,3217707,204301,0,0
21560,4.504,642.15076,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21560,0,0,null,null,null,null,null,null,null,1673444,ur_13,642.15076:3193742 643.15542:0 644.16009:0,null,0,0,0,0,0,0,0,0,0,471653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838742,0,0,2869139,0,0,0,0,2889546,0,0,0
21561,5.43,642.15247,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21561,0,0,null,null,null,null,null,null,null,2273601,ur_13,642.15247:4001648 643.15713:0 644.16180:0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230129,0,0,3049964,0,0,0,0,3217707,204301,0,0
21562,7.447,642.24384,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21562,0,0,null,null,null,null,null,null,null,1487092,ur_14,642.24384:2994818 643.24850:1391768 644.25317:0,null,0,0,0,0,0,503893,0,0,0,1043133,0,314643,1731466,1180784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675358,0,0,1487092,0,0,0,0,1862401,0,0,0
21563,7.672,642.25854,Unknown,[M+H]+,null,0.24,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21563,0,0,null,null,null,null,null,null,null,3164604,QC_ur_1,642.25854:13894907 643.26321:3108994 644.26788:1887804,null,0,0,0,0,0,2264982,0,0,0,4054004,2101275,1973533,11776998,11596790,0,0,0,0,0,0,76628,0,0,0,0,0,0,0,0,0,0,219270,6678753,231872,0,1717014,0,219371,0,1132759,4998214,0,829189,0
21564,4.842,642.25879,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21564,0,0,null,null,null,null,null,null,null,860484.2,QC_ur_1,642.25879:2360267 643.26346:0 644.26812:0,null,0,0,0,0,0,397696,0,0,0,682527,272676,0,2245500,1720963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282610,0,0,0,0,0,0,0,627612,0,0,0
21565,13.953,642.27106,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21565,0,0,null,null,null,null,null,null,null,564807.6,ur_3,642.27106:890825 643.27572:0 644.28039:0,null,0,0,0,0,0,161713,0,0,0,272085,0,106251,388726,257587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242589,177014,155261,607022,0,0,564808,522981,598017,0,298577,227762,402024
21566,3.683,642.30231,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21566,0,0,null,null,null,null,null,null,null,519882.8,QC_se_ur_2,642.30231:1412076 643.30697:0 644.31164:0,null,31824,71137,30863,258147,0,72685,0,0,0,561644,781619,0,1264861,1713353,0,0,0,0,0,201540,0,0,0,0,0,0,0,0,0,0,248194,175970,0,0,103169,287511,224178,46400,247470,303760,1755490,242494,137500,189877
21567,14.217,642.32446,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21567,0,0,null,null,null,null,null,null,null,209359.2,se_2,642.32446:212699 643.32913:0 644.33380:0,null,0,0,0,0,0,0,82979,115092,167559,0,182708,87627,0,0,45630,46028,130222,182781,80118,118617,53636,107769,89210,209359,110057,47862,41393,47376,81015,35074,92077,0,0,0,0,0,0,0,0,0,0,0,0,0
21568,4.221,642.32898,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21568,0,0,null,null,null,null,null,null,null,1006459,ur_1,642.32898:1051706 643.33365:0 644.33831:656781,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006459,0,307958,387822,0,356248,0,295964,212226,0,609699,166250,544324
21569,4.208,642.33911,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21569,0,0,null,null,null,null,null,null,null,360700.4,ur_11,642.33911:877019 643.34378:0 644.34845:0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767551,0,360700,387822,0,213531,312610,192866,593799,0,609699,0,544324
21570,4.527,642.34564,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21570,0,0,null,null,null,null,null,null,null,1460385,ur_9,642.34564:2557292 643.35031:0 644.35498:0,null,0,0,0,0,0,43088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463166,0,0,511254,312610,339344,593799,0,162680,0,1460385
21571,10.001,642.39935,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21571,0,0,null,null,null,null,null,null,null,130707,se_15,642.39935:175917 643.40402:0 644.40869:0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147296,0,41661,0,41868,130707,50512,0,0,0,122735,0,60860,116896,57448,46202,0,0,0,0,0,0,0,0,0,0,0,0,0
21572,21.934,642.40112,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21572,0,0,null,null,null,null,null,null,null,356773.1,QC_se_ur_2,642.40112:458439 643.40579:0 644.41046:0,null,0,0,0,0,0,48881,0,0,0,132867,356773,0,190364,136233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157392,0,215594,0,0,0,0,0,0
21573,15.318,642.69287,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21573,0,0,null,null,null,null,null,null,null,16.3,se_1,642.69287:736934 643.69754:0 644.70221:0,null,533417,101406,157978,297880,379186,0,0,0,0,0,0,0,0,0,557721,0,0,0,0,0,0,0,0,0,0,0,0,109302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21574,13.883,642.69507,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21574,0,0,null,null,null,null,null,null,null,716365.1,ur_8,642.69507:1067676 643.69974:0 644.70440:0,null,682203,27401,62555,185179,2039908,0,0,0,0,0,0,392632,0,0,459453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430034,0,226600,180709,0,961596,0,0,0,158192,196366,1104782,0
21575,10.442,642.81226,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21575,0,0,null,null,null,null,null,null,null,149129,Blank_ur_2,642.81226:1570810 643.81692:205072 644.82159:379554,null,339870,0,0,43123,1402382,0,0,0,0,0,0,0,0,0,58884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21576,18.517,642.94354,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,21576,0,0,null,null,null,null,null,null,null,215873.2,ur_11,642.94354:415010 643.94821:180597 644.95288:194276,null,0,0,0,0,0,24388,0,0,0,0,0,23641,176778,191081,77678,0,0,0,0,36766,61375,0,27371,0,0,0,0,0,22914,0,0,61271,0,298585,59618,37440,0,197049,0,0,0,0,0,0
