Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,Blank_se_1,Blank_se_2,Blank_se_3,Blank_ur_1,Blank_ur_2,MSMS_neg_se_ur,QC_se_1,QC_se_2,QC_se_3,QC_se_ur_1,QC_se_ur_2,QC_se_ur_3,QC_ur_1,QC_ur_2,se_1,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,ur_1,ur_10,ur_11,ur_12,ur_14,ur_2,ur_3,ur_4,ur_5,ur_6,ur_7,ur_8,ur_9
19369,14.427,559.91992,Unknown,[M-H]-,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19369,0,0,null,null,null,null,null,null,null,396095.8,ur_13,559.91992:470612 560.92459:0 561.92926:450040,null,0,0,0,0,0,48396,0,0,0,0,0,0,0,84449,0,0,0,0,0,0,0,12604,0,0,0,0,0,0,0,0,0,379495,427476,124877,371681,0,226143,86260,178400,364269,516376,123990,353757,192317
19370,14.423,559.92218,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19370,0,0,null,null,null,null,null,null,null,420046.5,ur_6,559.92218:337428 560.92685:0 561.93152:0,null,0,0,0,0,0,48396,0,0,0,0,0,0,0,84449,0,0,0,0,0,0,0,12604,0,0,0,0,0,0,0,0,0,379495,427476,124877,371681,0,226143,86260,178400,364269,516376,123990,343411,192317
19371,13.346,559.93579,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19371,0,0,null,null,null,null,null,null,null,1590262,ur_13,559.93579:2051554 560.94046:0 561.94513:440118,null,0,0,0,0,0,100822,0,0,0,0,0,167548,0,0,0,4242,5628,0,7364,7090,8880,11083,7395,6423,7346,19097,8895,22695,0,7536,5130,62370,2041735,54420,60555,1975309,0,46810,0,60294,2332350,86672,0,107854
19372,13.418,559.93744,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19372,0,0,null,null,null,null,null,null,null,2116465,ur_6,559.93744:2582936 560.94211:468077 561.94677:0,null,0,0,0,0,0,136993,0,0,0,0,0,167548,0,84449,0,4242,5628,0,7364,7090,8880,11083,7395,6423,7346,19097,8895,22695,0,7536,5130,62370,2041735,54420,60555,1975309,110349,46810,85336,60294,2332350,79596,0,107854
19373,16.072,559.97803,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19373,0,0,null,null,null,null,null,null,null,198366.7,ur_10,559.97803:310155 560.98270:0 561.98736:0,null,0,0,0,0,0,50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18205,0,0,198367,0,0,0,54528,0,29954,0,0,86506,162006,49460
19374,10.553,560.0202,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19374,0,0,null,null,null,null,null,null,null,139939.5,se_3,560.02020:143630 561.02487:0 562.02954:0,null,0,0,0,0,0,4647,0,0,0,0,0,0,0,0,0,49824,0,0,54742,31900,0,58426,62402,38334,139940,0,136580,0,0,55887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19375,14.58,560.02148,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19375,0,0,null,null,null,null,null,null,null,157913.9,ur_10,560.02148:365692 561.02615:0 562.03082:0,null,0,0,0,0,0,35837,0,0,0,0,0,71035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505751,157914,80188,0,156986,75527,122092,270527,0,0,309714,0,344442
19376,15.624,560.02814,Unknown,[M-H]-,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19376,0,0,null,null,null,null,null,null,null,3058340,ur_3,560.02814:6946677 561.03280:1067908 562.03747:0,null,0,0,0,0,0,677966,0,0,0,300131,215142,1164762,0,0,0,5827,0,0,0,0,5089,7181,0,0,0,0,0,0,0,0,0,335730,1960433,2072051,2168358,4314612,161922,6454344,362856,3340650,2372116,722702,530123,380310
19377,14.606,560.03381,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19377,0,0,null,null,null,null,null,null,null,562988.1,ur_7,560.03381:967758 561.03848:0 562.04315:0,null,0,0,0,0,0,101762,0,0,0,0,0,157395,0,0,0,0,20004,13703,30248,43229,8391,9632,20648,11490,24755,0,0,11600,23726,0,40982,862164,134272,80188,131259,156986,128953,122092,438565,0,122872,994351,174906,694594
19378,17.738,560.06677,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19378,0,0,null,null,null,null,null,null,null,85244.87,ur_5,560.06677:158162 561.07144:0 562.07611:0,null,0,0,0,0,0,24515,0,0,0,124957,94982,50528,161153,88113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174017,94707,201086,124120,118753,137712,28586,187592,193488,58928,130008,201248,179511
19379,13.249,560.08472,Unknown,[M-H]-,null,0.16,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19379,0,0,null,null,null,null,null,null,null,128543.9,se_6,560.08472:174985 561.08938:35466 562.09405:0,null,0,0,0,0,0,4342,58200,68011,71344,79968,0,0,0,0,0,115487,80111,70725,99470,70148,84258,82683,126657,69621,125875,123208,112561,164478,60017,131540,91649,0,0,0,0,0,0,0,0,49373,0,0,0,0
19380,4.147,560.09277,Unknown,[M-H]-,null,0.16,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19380,0,0,null,null,null,null,null,null,null,408412.3,ur_14,560.09277:24626902 561.09744:5695969 562.10211:0,null,0,0,0,0,0,847599,0,0,0,2846061,1812480,1669487,3357110,2858718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3196301,0,0,19111760,0,0,0,0,6699699,0,0,0
19381,7.5,560.12415,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19381,0,0,null,null,null,null,null,null,null,11.71,ur_14,560.12415:6594300 561.12881:0 562.13348:0,null,0,0,0,0,0,389255,0,0,0,550035,551390,482045,1371498,735850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1843349,0,0,5817535,0,0,0,0,1678033,0,0,0
19382,7.617,560.12585,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19382,0,0,null,null,null,null,null,null,null,6.63,ur_6,560.12585:3014766 561.13052:1792123 562.13519:0,null,0,0,0,0,0,398420,0,0,0,550035,551390,482045,1371498,1127347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1843349,0,0,5017917,0,0,0,0,2238316,0,0,0
19383,5.416,560.12695,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19383,0,0,null,null,null,null,null,null,null,2890214,QC_ur_2,560.12695:5713214 561.13162:2627353 562.13629:0,null,0,0,0,0,0,6331,0,0,0,0,0,268679,434006,2890214,0,0,0,0,0,0,0,0,0,0,0,31915,31336,0,0,0,0,0,1614513,0,0,1513528,0,0,0,0,2182591,0,0,0
19384,16.79,560.13867,Unknown,[M-H]-,null,0.4,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19384,0,0,null,null,null,null,null,null,null,881604.4,ur_11,560.13867:3051645 561.14334:705894 562.14801:0,null,0,4114,0,0,0,194802,32061,18321,30766,994830,597208,497685,1392470,1307196,0,6464,0,12685,12989,9228,7617,0,0,15823,7690,7540,7204,20153,7507,5550,19308,1194958,1371647,2715664,913641,1211542,508091,1642247,392690,2267825,675032,1378774,2543649,841481
19385,15.567,560.18091,Unknown,[M-H]-,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19385,0,0,null,null,null,null,null,null,null,108137.9,QC_se_ur_1,560.18091:798679 561.18558:2475886 562.19024:765557,null,0,0,0,0,0,9073,33222,0,0,1020507,532944,24784,69943,76766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432535,50161,130272,88888,0,678221,0,76226,360973,526578,63717,176437,134589
19386,15.032,560.18256,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19386,0,0,null,null,null,null,null,null,null,8.73,QC_ur_2,560.18256:1712928 561.18722:5001594 562.19189:0,null,0,0,0,0,0,40984,33222,0,0,1020507,532944,24784,1424094,1437260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994332,84248,88888,0,65446,0,62500,0,526578,63717,79088,134383
19387,9.889,560.18329,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19387,0,0,null,null,null,null,null,null,null,5.97,QC_ur_2,560.18329:614542 561.18796:0 562.19262:0,null,0,0,0,0,0,7491,0,0,0,0,0,0,411188,621932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486551,112462,0,0,0,0,118496,206423,109706,79856,0,97215
19388,7.512,560.25934,Unknown,[M-H]-,null,0.24,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19388,0,0,null,null,null,null,null,null,null,207084,se_4,560.25934:671161 561.26401:241420 562.26867:275111,null,0,0,0,0,0,7493,0,0,0,0,0,0,0,0,540589,214353,405728,304075,251548,254564,468222,348446,289906,228978,300404,581076,257412,347940,190847,270446,274354,0,0,0,0,0,0,0,0,0,0,0,0,0
19389,7.529,560.26233,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19389,0,0,null,null,null,null,null,null,null,190847.2,se_7,560.26233:244694 561.26700:0 562.27166:0,null,0,0,0,0,0,61921,0,0,0,0,0,0,0,0,540589,214353,405728,304075,251548,254564,468222,348446,289906,228978,300404,581076,257412,330279,190847,270446,274354,0,0,0,0,0,0,0,0,0,0,0,0,0
19390,3.69,560.26483,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19390,0,0,null,null,null,null,null,null,null,279028.4,QC_se_ur_2,560.26483:393797 561.26950:0 562.27417:0,null,0,0,0,0,0,7409,0,0,0,219456,279028,249838,0,0,99888,134719,206198,98880,0,0,125231,125516,103261,0,0,336283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19391,16.035,560.37714,Unknown,[M-H]-,null,0.44,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19391,0,0,null,null,null,null,null,null,null,6.05,Blank_ur_1,560.37714:398058 561.38180:94078 562.38647:0,null,50050,163719,217863,349203,270629,1925,93255,97770,98168,0,0,0,0,0,75283,122425,149528,155013,149182,158348,162915,134078,167497,168144,160446,118644,152702,101350,176569,140031,182159,0,0,0,0,0,0,0,0,0,0,0,0,0
19392,3.089,560.43488,Unknown,[M-H]-,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19392,0,0,null,null,null,null,null,null,null,179317.9,se_3,560.43488:335636 561.43954:0 562.44421:0,null,0,0,0,0,0,5214,199228,179641,107230,0,0,0,0,0,65339,39772,89295,0,138318,63897,122108,132826,251013,39124,277723,61465,123308,74793,0,202332,0,0,0,0,0,0,0,0,0,0,0,0,56970,0
19393,3.165,560.43622,Unknown,[M-H]-,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19393,0,0,null,null,null,null,null,null,null,216979.7,se_17,560.43622:255369 561.44089:0 562.44555:0,null,0,0,0,0,0,3144,199228,179641,107435,0,0,0,0,0,65339,39772,89295,0,138318,81218,105734,132826,251013,39124,266087,61465,238036,74793,0,202332,0,0,0,0,0,0,0,0,0,0,0,0,56970,0
19394,9.432,560.81451,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19394,0,0,null,null,null,null,null,null,null,7.48,se_17,560.81451:194753 561.81918:0 562.82385:0,null,32208,89222,28347,59766,27497,0,0,0,0,0,0,0,0,0,34152,63203,43407,35535,65919,54539,48334,67286,112074,36060,41743,43366,37531,52204,65882,52598,66279,0,0,0,0,0,0,0,0,0,0,0,0,0
19395,10.451,560.9364,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19395,0,0,null,null,null,null,null,null,null,827015.1,ur_14,560.93640:978708 561.94107:0 562.94574:0,null,0,0,0,0,0,21558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827015,0,0,0,0,240812,0,0,0
19396,10.519,560.96027,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19396,0,0,null,null,null,null,null,null,null,334101.9,Blank_ur_1,560.96027:305931 561.96493:0 562.96960:0,null,0,56555,31918,334102,27877,2044,0,0,0,151758,83633,62750,0,0,0,0,46740,39196,37438,0,75354,0,0,36430,0,46306,0,53762,48967,39506,80122,0,0,0,0,110726,122742,0,0,0,0,0,0,0
19397,18.931,560.97699,Unknown,[M-H]-,null,0.33,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19397,0,0,null,null,null,null,null,null,null,2229697,ur_7,560.97699:4656497 561.98166:779925 562.98633:0,null,0,0,0,0,0,645064,2498,0,0,3453137,3199876,2671135,2139360,2326469,0,0,0,0,0,0,0,0,0,0,0,0,3112,0,0,0,0,2917092,2023038,1648426,3227679,3439060,1992655,0,2979638,3690077,2356913,3775348,2238987,3501824
19398,13.464,561.00665,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19398,0,0,null,null,null,null,null,null,null,344816.6,ur_10,561.00665:571215 562.01132:0 563.01599:0,null,0,0,0,0,0,23302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344817,96786,0,507894,0,0,0,0,204278,0,0,0
19399,17.062,561.01135,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19399,0,0,null,null,null,null,null,null,null,65482.01,se_4,561.01135:141637 562.01602:18872 563.02069:0,null,0,0,0,0,0,679,130953,58026,62059,218732,0,0,164410,642116,194511,80229,81415,101695,66224,96093,101308,100369,72522,113244,76814,132942,74916,115989,98320,99699,98274,533800,0,1107795,1957275,413663,19168,968270,0,819081,0,269448,0,0
19400,18.301,561.01917,Unknown,[M-H]-,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19400,0,0,null,null,null,null,null,null,null,1333513,ur_13,561.01917:2536376 562.02383:0 563.02850:0,null,0,0,0,0,0,112820,0,0,0,675943,0,0,986016,1348515,0,0,0,0,0,0,0,4888,0,0,3852,0,0,0,0,4139,0,751177,0,1170932,1992122,612485,19168,1826869,0,1103030,0,269448,0,0
19401,18.242,561.02191,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19401,0,0,null,null,null,null,null,null,null,1058471,ur_3,561.02191:1842080 562.02658:0 563.03125:0,null,0,0,0,0,0,35965,0,0,0,675943,0,0,164410,1348515,5782,0,0,0,0,3332,0,0,0,0,3852,0,0,0,0,4139,0,751177,0,923254,1992122,413663,19168,1826869,0,1103030,0,269448,0,0
19402,15.199,561.03564,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19402,0,0,null,null,null,null,null,null,null,290952.8,ur_7,561.03564:465831 562.04031:0 563.04498:0,null,0,0,0,0,0,13470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201015,0,0,272054,0,492534,75491,0,242405,290953,181027,372574
19403,13.296,561.0451,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19403,0,0,null,null,null,null,null,null,null,13.2,ur_3,561.04510:895078 562.04977:0 563.05444:0,null,0,0,0,0,0,5404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117932,217636,0,605747,0,0,108202,0,0,0
19404,10.281,561.06042,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19404,0,0,null,null,null,null,null,null,null,500603.3,ur_2,561.06042:897915 562.06509:0 563.06976:0,null,0,0,0,0,0,127108,0,0,20122,1078937,685078,301763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409121,231342,267211,1022783,680341,796408,72594,86732,530923,101200,584979,592851,1438226
19405,10.236,561.06274,Unknown,[M-H]-,null,0.2,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19405,0,0,null,null,null,null,null,null,null,554600.5,ur_9,561.06274:1533979 562.06741:0 563.07208:0,null,0,0,0,0,0,131574,0,0,20122,1087612,685078,301763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409121,95008,231126,1026356,680341,796408,72594,86732,951470,102249,584979,624334,1438226
19406,8.206,561.07935,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19406,0,0,null,null,null,null,null,null,null,253592.6,ur_13,561.07935:775678 562.08401:0 563.08868:0,null,0,0,0,0,0,66976,0,0,0,121768,0,57790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456969,0,0,1808400,0,0,0,0,507179,0,0,0
19407,8.249,561.0838,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19407,0,0,null,null,null,null,null,null,null,800892.8,ur_6,561.08380:972052 562.08847:0 563.09314:0,null,0,0,0,0,0,66976,0,0,0,101174,0,57790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456969,0,0,1808400,0,0,0,0,925630,0,0,0
19408,15.126,561.10907,Unknown,[M-H]-,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19408,0,0,null,null,null,null,null,null,null,13.65,ur_6,561.10907:2624201 562.11374:0 563.11841:0,null,0,0,0,0,0,221058,0,0,9591,351755,446560,659448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94675,2095886,814050,109509,693112,187572,0,80476,340716,2846686,133849,967225,218887
19409,9.591,561.11823,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19409,0,0,null,null,null,null,null,null,null,10.97,ur_5,561.11823:916833 562.12289:0 563.12756:0,null,0,0,0,0,0,72984,0,0,0,376088,102056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361180,620861,0,2760802,0,0,0,907233,144895,0,0,0
19410,9.646,561.12164,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19410,0,0,null,null,null,null,null,null,null,20.06,ur_13,561.12164:2952717 562.12631:927583 563.13098:0,null,0,0,0,0,0,63292,0,0,0,376088,102056,0,0,167949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361180,154966,0,2760802,0,0,0,907233,144895,0,214122,0
19411,13.667,561.13165,Unknown,[M-H]-,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19411,0,0,null,null,null,null,null,null,null,376516.3,ur_9,561.13165:585785 562.13632:0 563.14099:0,null,0,0,0,0,0,51583,0,0,0,0,0,0,85133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204390,0,378051,124188,0,87139,0,520125,453160,0,504900,69222,609419
19412,13.714,561.13733,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19412,0,0,null,null,null,null,null,null,null,217947.1,ur_8,561.13733:312097 562.14200:0 563.14666:0,null,0,0,0,0,0,25522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204390,0,378051,124188,0,87139,0,520125,453160,0,504900,217947,609419
19413,16.856,561.138,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19413,0,0,null,null,null,null,null,null,null,5.33,ur_3,561.13800:334358 562.14267:0 563.14734:0,null,0,0,0,0,0,40724,0,5658,0,231793,40740,0,282891,253771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252693,341921,606495,85141,236465,78442,220955,73749,551425,0,187956,441816,162125
19414,16.856,561.14417,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19414,0,0,null,null,null,null,null,null,null,4.14,ur_3,561.14417:334358 562.14883:0 563.15350:0,null,0,0,0,0,0,40724,0,5658,0,231793,40740,0,282891,253771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252693,341921,606495,85141,236465,78442,220955,73749,551425,0,187956,441816,162125
19415,3.772,561.15497,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19415,0,0,null,null,null,null,null,null,null,831016.7,ur_12,561.15497:868568 562.15964:0 563.16430:0,null,0,0,0,0,0,41996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116824,0,0,831017,43633,283039,0,0,142006,0,86146,161986,0
19416,19.704,561.16351,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19416,0,0,null,null,null,null,null,null,null,157917.4,ur_11,561.16351:173331 562.16818:0 563.17285:0,null,0,0,0,0,0,10103,0,0,0,26282,15622,17440,36268,0,0,0,0,0,0,0,2921,0,0,0,0,0,0,0,0,0,0,37381,110786,157917,52921,134459,18738,0,40952,61196,59885,114617,95046,54131
19417,19.628,561.16571,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19417,0,0,null,null,null,null,null,null,null,114616.8,ur_7,561.16571:106116 562.17038:0 563.17505:0,null,0,0,0,0,0,14301,0,0,0,26282,15622,17440,36268,0,0,0,0,0,0,0,2921,0,0,0,0,0,0,0,0,0,0,84859,110786,40879,52921,72010,18738,0,40952,42808,59885,114617,95046,54131
19418,15.147,561.17255,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19418,0,0,null,null,null,null,null,null,null,369138.7,QC_se_ur_3,561.17255:328850 562.17721:0 563.18188:0,null,0,0,0,0,0,225299,0,0,21602,6546055,4530631,369139,9041558,8026955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41133,0,210872,237625,817545,1904639,142514,0,4530581,0,152114,8426959,153435,0,85116
19419,4.021,561.17419,Unknown,[M-H]-,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19419,0,0,null,null,null,null,null,null,null,12.38,ur_10,561.17419:1125883 562.17886:0 563.18353:0,null,0,0,0,0,0,67678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777210,0,0,436325,0,0,0,0,452356,0,0,0
19420,15.212,561.17712,Unknown,[M-H]-,null,0.22,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19420,0,0,null,null,null,null,null,null,null,272281.5,QC_ur_1,561.17712:9804703 562.18179:1622542 563.18646:888017,null,0,0,0,0,0,57230,0,0,0,6546055,4530631,369139,9041558,8026955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41133,0,210872,237625,817545,1904639,142514,195711,4530581,134582,152114,8426959,153435,50268,85116
19421,8.041,561.20807,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19421,0,0,null,null,null,null,null,null,null,18.26,QC_ur_2,561.20807:4841283 562.21274:1255817 563.21740:2636992,null,0,0,0,0,0,161815,0,0,0,647332,121135,99063,3621224,4164139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420787,2558309,165900,0,3357415,0,0,258803,1813517,1545437,146059,202945,0
19422,14.509,561.21338,Unknown,[M-H]-,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,19422,0,0,null,null,null,null,null,null,null,176628.1,QC_ur_2,561.21338:1079920 562.21805:0 563.22271:0,null,0,0,0,0,0,51038,0,6405,0,722468,479238,0,674822,768028,0,0,0,0,0,0,0,0,0,0,0,40204,0,0,0,0,0,117622,142297,351502,253650,109020,156882,353252,169231,207923,89170,228659,110327,228685
